name,_id,run_start_time,run_end_time,status,status_message,add_thermochromic_bipv.facade,add_thermochromic_bipv.switch_t,change_building_location.weather_file_name,create_bar_from_building_type_ratios.wwr,window_pv_reporting.building_area_ft,window_pv_reporting.building_elec_apr,window_pv_reporting.building_elec_aug,window_pv_reporting.building_elec_dec,window_pv_reporting.building_elec_feb,window_pv_reporting.building_elec_jan,window_pv_reporting.building_elec_jul,window_pv_reporting.building_elec_jun,window_pv_reporting.building_elec_mar,window_pv_reporting.building_elec_may,window_pv_reporting.building_elec_nov,window_pv_reporting.building_elec_oct,window_pv_reporting.building_elec_sep,window_pv_reporting.building_gas_apr,window_pv_reporting.building_gas_aug,window_pv_reporting.building_gas_dec,window_pv_reporting.building_gas_feb,window_pv_reporting.building_gas_jan,window_pv_reporting.building_gas_jul,window_pv_reporting.building_gas_jun,window_pv_reporting.building_gas_mar,window_pv_reporting.building_gas_may,window_pv_reporting.building_gas_nov,window_pv_reporting.building_gas_oct,window_pv_reporting.building_gas_sep,window_pv_reporting.capacity_factor,window_pv_reporting.light_energy_apr,window_pv_reporting.light_energy_aug,window_pv_reporting.light_energy_dec,window_pv_reporting.light_energy_feb,window_pv_reporting.light_energy_jan,window_pv_reporting.light_energy_jul,window_pv_reporting.light_energy_jun,window_pv_reporting.light_energy_mar,window_pv_reporting.light_energy_may,window_pv_reporting.light_energy_nov,window_pv_reporting.light_energy_oct,window_pv_reporting.light_energy_sep,window_pv_reporting.panel_dc_gen_apr,window_pv_reporting.panel_dc_gen_aug,window_pv_reporting.panel_dc_gen_dec,window_pv_reporting.panel_dc_gen_feb,window_pv_reporting.panel_dc_gen_jan,window_pv_reporting.panel_dc_gen_jul,window_pv_reporting.panel_dc_gen_jun,window_pv_reporting.panel_dc_gen_mar,window_pv_reporting.panel_dc_gen_may,window_pv_reporting.panel_dc_gen_nov,window_pv_reporting.panel_dc_gen_oct,window_pv_reporting.panel_dc_gen_sep,window_pv_reporting.total_electricity,window_pv_reporting.total_electricity_cooling,window_pv_reporting.total_electricity_heating,window_pv_reporting.total_electricity_lighting,window_pv_reporting.total_gas,window_pv_reporting.total_gas_heating,window_pv_reporting.total_pv
DOE Autogenerated 153,37d4ee80-d209-4945-93c9-e31004ffb711,2020-06-30T21:32:34.263Z,2020-06-30T21:36:52.779Z,completed,completed normal,S,5.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.02,215.48,121.73,117.55,122.99,206.22,198.53,140.5,184.22,139.71,163.66,184.74,6.6,6.15,8.32,7.34,8.87,5.8,5.89,7.6,6.53,7.26,6.94,6.19,0.517182,31.05,34.74,31.69,29.92,32.34,32.51,33.41,34.69,34.83,32.16,33.23,32.31,19.33,18.19,34.38,32.26,39.5,13.25,11.72,28.57,14.82,38.34,38.24,26.89,1939.359985,547.150024,0.0,392.869995,83.480003,6.09,315.503439
DOE Autogenerated 359,37efd287-ff9e-472d-962e-ef8ad7080ca0,2020-06-30T21:52:42.530Z,2020-06-30T21:56:07.377Z,completed,completed normal,N,10.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,100.71,116.95,129.2,109.67,128.07,118.58,113.26,115.88,108.74,122.66,115.32,105.28,27.93,9.96,211.18,119.9,191.7,9.36,9.67,77.13,10.85,157.0,58.16,14.06,0.115047,26.54,33.32,32.45,26.86,32.17,31.52,32.3,28.64,32.83,30.76,29.58,29.58,6.56,14.47,0.01,0.07,0.02,23.04,26.17,0.53,20.26,0.03,0.84,5.18,1384.310059,29.48,0.1,366.549988,896.909973,781.090027,97.177708
DOE Autogenerated 184,381477dc-d267-46c3-bc9f-485ce852f5b5,2020-06-30T21:35:47.637Z,2020-06-30T21:40:46.866Z,completed,completed normal,N,35.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,147.74,216.66,125.78,122.42,128.9,208.02,200.46,144.7,187.19,142.62,166.06,186.43,6.61,6.14,7.91,7.19,8.26,5.81,5.89,7.7,6.55,7.33,6.97,6.2,0.095109,26.62,33.22,27.2,25.64,27.85,31.12,31.85,29.28,31.73,28.18,29.56,30.32,2.39,10.11,0.2,0.24,0.23,13.25,13.75,0.3,8.43,0.23,2.03,6.86,1976.969971,609.969971,0.0,352.570007,82.550003,5.16,58.020506
DOE Autogenerated 25,39e84999-a13a-4bab-80a4-4d442200be91,2020-06-30T21:20:55.912Z,2020-06-30T21:24:55.712Z,completed,completed normal,ESW,25.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,137.47,200.98,118.14,114.37,119.55,192.44,185.64,135.36,173.16,135.23,155.12,172.86,6.58,6.1,7.8,7.1,8.07,5.76,5.85,7.64,6.47,7.31,6.91,6.14,0.457132,30.26,35.06,29.02,28.12,29.71,32.77,33.63,32.68,34.87,31.81,32.84,32.44,30.22,34.1,28.18,30.92,33.12,31.56,30.52,32.85,31.62,36.57,42.95,37.81,1840.319946,491.200012,0.0,383.220001,81.720001,4.33,400.428847
DOE Autogenerated 35,3a27bb87-77c4-47df-a3fc-18e4418b18b6,2020-06-30T21:20:57.076Z,2020-06-30T21:25:30.373Z,completed,completed normal,ESW,35.0,SAU_Riyadh.404380_IWEC.epw,0.4,53633.0,138.5,201.53,120.34,116.29,122.53,193.24,186.63,136.95,174.09,135.8,155.65,173.75,6.58,6.1,7.8,7.12,8.05,5.76,5.85,7.7,6.49,7.36,6.91,6.15,0.360361,27.41,33.79,28.19,26.68,28.9,31.65,32.29,30.33,32.42,29.49,30.62,30.99,21.18,31.53,18.23,20.31,20.02,28.83,27.11,21.5,25.49,29.38,37.48,34.59,1855.300049,519.049988,0.0,362.779999,81.870003,4.48,315.661693
DOE Autogenerated 350,3a4818b0-169b-464f-8ea2-e6c3a190003d,2020-06-30T21:52:22.010Z,2020-06-30T21:57:45.113Z,completed,completed normal,ESW,50.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,181.65,264.82,151.75,150.12,157.16,256.31,245.45,175.8,229.41,176.37,206.75,230.94,6.71,6.29,8.06,7.32,8.44,5.98,6.04,7.75,6.65,7.44,7.06,6.27,0.101883,24.68,27.74,26.59,24.65,27.18,25.86,26.49,27.8,27.55,27.18,27.18,26.01,8.99,30.05,3.18,3.2,3.41,28.38,27.89,4.43,19.91,13.57,28.76,29.02,2426.530029,904.26001,0.0,318.910004,84.010002,6.62,200.803208
DOE Autogenerated 211,3c7fe4b0-534e-4214-9c49-7a4461ecc00a,2020-06-30T21:39:05.588Z,2020-06-30T21:42:38.999Z,completed,completed normal,E,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,95.87,113.9,123.31,104.63,122.47,115.29,110.8,110.21,105.52,117.17,109.6,100.45,29.15,9.84,186.52,121.23,178.02,9.4,9.7,90.96,10.88,151.52,64.87,13.02,0.254421,25.88,32.72,32.55,27.08,32.37,31.31,32.26,28.78,31.81,31.05,29.05,28.09,10.33,16.14,0.01,0.12,0.03,20.38,20.73,3.73,21.92,0.04,2.09,7.96,1329.22998,28.9,0.03,362.980011,875.109985,759.289978,103.47228
DOE Autogenerated 61,3ca36b54-b79a-45bc-9928-b673d513b951,2020-06-30T21:25:17.897Z,2020-06-30T21:28:26.403Z,completed,completed normal,E,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,96.03,112.84,119.41,102.65,119.45,113.09,109.31,109.32,105.0,114.57,108.81,100.25,21.99,9.72,148.84,87.22,137.91,9.39,9.69,57.42,10.58,110.29,40.35,10.84,0.253866,26.99,33.49,32.77,27.85,32.87,32.11,33.1,29.84,32.91,31.79,29.98,29.01,6.3,9.93,0.0,0.08,0.02,12.54,12.76,2.22,13.48,0.02,1.28,4.9,1310.73999,30.049999,0.0,372.690002,654.22998,538.409973,63.535987
DOE Autogenerated 346,3cbba550-b970-4a47-8982-2eb996adcf49,2020-06-30T21:51:44.023Z,2020-06-30T21:57:14.617Z,completed,completed normal,E,50.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,181.65,264.82,151.75,150.12,157.16,256.31,245.45,175.8,229.41,176.37,206.75,230.94,6.71,6.29,8.06,7.32,8.44,5.98,6.04,7.75,6.65,7.44,7.06,6.27,0.103174,24.68,27.74,26.59,24.65,27.18,25.86,26.49,27.8,27.55,27.18,27.18,26.01,1.52,12.32,0.42,0.54,0.55,12.46,11.49,0.62,5.8,0.5,2.3,9.57,2426.530029,904.26001,0.0,318.910004,84.010002,6.62,58.099252
DOE Autogenerated 119,3ccec5ee-8bc7-48db-9b4d-8a044bbba39f,2020-06-30T21:29:39.640Z,2020-06-30T21:32:41.849Z,completed,completed normal,N,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,107.73,146.25,107.15,100.11,109.2,133.63,122.85,113.34,116.73,114.83,121.09,134.96,7.37,7.8,8.1,7.26,8.2,7.48,7.44,8.14,7.81,7.66,7.65,7.43,0.159255,30.32,35.01,30.35,28.86,30.89,32.66,33.41,33.27,34.41,31.94,32.76,32.45,5.67,6.99,1.53,2.75,1.43,8.56,8.34,4.13,7.4,3.05,4.48,5.47,1427.880005,158.410004,0.0,386.329987,92.349998,2.91,59.786147
DOE Autogenerated 110,3d1dd931-0be8-46eb-977a-3d156002e12b,2020-06-30T21:29:13.238Z,2020-06-30T21:32:35.142Z,completed,completed normal,ESW,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.48,101.09,110.96,133.49,122.93,114.51,116.92,115.31,121.49,134.93,7.36,7.81,8.19,7.32,8.33,7.46,7.44,8.2,7.81,7.66,7.64,7.43,0.470612,31.32,35.06,32.05,30.2,33.09,32.83,33.72,34.9,35.09,32.76,33.39,32.54,35.41,35.78,34.48,32.03,33.7,33.65,30.42,36.38,31.53,36.48,35.6,36.78,1434.660034,155.270004,0.0,396.950012,92.650002,3.2,412.237208
DOE Autogenerated 126,3d6c4079-e09f-46c5-a462-051be388c2b0,2020-06-30T21:29:51.670Z,2020-06-30T21:33:07.622Z,completed,completed normal,E,30.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.11,146.89,107.31,99.99,109.56,134.98,123.69,113.46,116.97,114.74,121.31,135.41,7.43,7.84,8.08,7.3,8.18,7.52,7.51,8.16,7.85,7.7,7.7,7.46,0.225331,27.01,30.81,28.66,26.58,29.39,28.16,28.57,30.27,29.65,29.46,29.43,28.8,6.3,7.09,2.33,3.2,2.43,6.36,5.82,4.17,4.67,3.76,3.97,6.28,1432.420044,188.440002,0.0,346.779999,92.739998,3.29,56.394584
DOE Autogenerated 97,3da6e422-6304-40a3-8afa-1524d3b56de3,2020-06-30T21:28:50.581Z,2020-06-30T21:32:34.056Z,completed,completed normal,W,50.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,102.09,122.13,130.61,111.53,130.67,126.04,119.93,117.05,112.86,124.71,116.07,105.86,22.03,9.73,143.22,94.14,138.11,9.45,9.73,70.08,10.57,116.56,47.68,10.7,0.007272,25.77,28.72,32.77,27.77,32.87,26.59,27.19,29.65,28.51,31.78,29.65,27.27,0.3,0.23,0.0,0.04,0.01,0.28,0.31,0.14,0.3,0.02,0.06,0.13,1419.560059,50.330002,0.01,348.540009,682.02002,566.200012,1.820019
DOE Autogenerated 284,3eadf0bf-304f-4bac-b19e-ef7851ec849b,2020-06-30T21:45:22.803Z,2020-06-30T21:48:55.412Z,completed,completed normal,N,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,110.07,154.21,108.52,100.87,110.65,141.65,127.31,114.64,119.03,116.74,124.91,141.37,7.3,7.81,8.08,7.23,8.09,7.45,7.37,8.05,7.75,7.61,7.59,7.39,0.005461,25.56,28.85,27.47,25.32,28.09,26.4,26.99,28.77,28.12,28.18,27.85,27.23,0.32,0.34,0.16,0.19,0.17,0.41,0.41,0.27,0.38,0.18,0.23,0.26,1469.969971,214.279999,0.0,328.820007,91.739998,2.29,3.331152
DOE Autogenerated 202,3ee73ecd-0975-4e66-afd5-2a0969f71821,2020-06-30T21:37:22.262Z,2020-06-30T21:40:55.223Z,completed,completed normal,W,5.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,98.5,114.68,123.31,105.3,122.55,115.42,110.83,111.94,107.04,117.42,111.77,103.87,34.18,9.9,186.59,124.07,178.3,9.39,9.7,98.22,11.6,152.29,69.41,14.28,0.218308,28.08,33.83,32.55,27.46,32.43,31.83,32.64,29.85,33.69,31.16,30.84,31.46,14.82,12.44,0.0,0.27,0.01,15.09,17.36,3.83,16.2,0.04,1.71,7.0,1342.650024,27.709999,0.03,375.820007,897.909973,782.090027,88.785166
DOE Autogenerated 192,3f0209d4-47fd-4313-8411-2b675d2acde2,2020-06-30T21:36:12.297Z,2020-06-30T21:41:37.050Z,completed,completed normal,W,45.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,160.54,232.97,136.79,134.53,141.58,225.54,216.38,157.55,202.66,154.68,179.06,200.9,6.69,6.21,7.89,7.23,8.21,5.88,5.94,7.72,6.57,7.43,7.02,6.25,0.230379,25.24,28.97,27.06,25.18,27.67,26.64,27.26,28.34,28.3,27.79,28.18,27.36,7.34,13.38,0.47,2.79,0.77,13.21,13.44,4.99,12.11,3.1,10.21,11.91,2143.169922,721.590027,0.0,327.980011,83.040001,5.65,93.694277
DOE Autogenerated 103,3f25a44d-5ce6-44c5-8b88-9f44718e20b8,2020-06-30T21:28:58.368Z,2020-06-30T21:32:13.705Z,completed,completed normal,S,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.56,101.09,111.02,133.49,122.93,114.51,116.92,115.3,121.49,134.93,7.36,7.81,8.2,7.32,8.32,7.46,7.44,8.21,7.81,7.67,7.64,7.43,0.53564,31.32,35.06,32.12,30.2,33.14,32.83,33.72,34.91,35.09,32.77,33.39,32.54,14.74,13.94,22.37,18.9,21.49,10.59,9.52,18.23,11.28,22.73,19.98,17.32,1434.800049,155.25,0.0,397.089996,92.660004,3.21,201.085697
DOE Autogenerated 164,3f33be32-f5c8-4ff2-aebf-c8bd11f6ae45,2020-06-30T21:32:59.384Z,2020-06-30T21:37:27.867Z,completed,completed normal,N,15.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.02,215.48,121.4,117.39,122.82,206.22,198.53,140.59,184.22,139.81,163.66,184.74,6.6,6.15,8.13,7.25,8.65,5.8,5.89,7.6,6.53,7.25,6.94,6.19,0.209684,31.05,34.74,30.79,29.36,31.43,32.51,33.41,34.42,34.83,32.06,33.23,32.31,11.72,12.54,5.82,7.63,6.46,15.86,16.65,9.93,14.66,7.65,8.86,10.16,1938.890015,549.140015,0.0,390.119995,82.970001,5.58,127.916459
DOE Autogenerated 216,3f705de9-608b-4eca-a9b7-5ec71d58676e,2020-06-30T21:39:37.729Z,2020-06-30T21:43:14.364Z,completed,completed normal,E,20.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,95.52,113.08,123.49,104.71,122.68,115.04,110.61,110.08,104.77,117.32,109.41,99.42,27.14,9.84,186.41,120.56,177.88,9.4,9.71,87.45,10.7,151.2,62.94,12.7,0.214136,25.16,30.68,32.55,27.05,32.37,29.8,30.64,28.69,29.42,31.04,28.79,26.71,7.07,14.69,0.01,0.12,0.03,18.94,19.16,1.84,18.83,0.04,0.81,5.55,1326.140015,32.209999,0.03,352.920013,865.929993,750.109985,87.0882
DOE Autogenerated 345,407d4b5b-2806-44da-a079-1423a87a10ce,2020-06-30T21:51:38.714Z,2020-06-30T21:56:46.755Z,completed,completed normal,ESW,45.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,174.73,255.11,146.45,145.46,152.71,247.69,237.47,170.5,221.26,166.27,194.22,218.88,6.71,6.26,8.07,7.31,8.44,5.93,6.02,7.77,6.62,7.48,7.06,6.27,0.181082,24.75,28.45,26.59,24.73,27.19,26.13,26.67,27.81,27.7,27.23,27.64,26.79,18.53,44.81,12.37,10.04,9.17,36.85,35.16,9.8,29.5,37.72,57.81,55.14,2330.72998,846.320007,0.0,321.700012,83.959999,6.57,356.896034
DOE Autogenerated 213,416a54dc-ebc0-4272-91ab-451f5580f277,2020-06-30T21:39:13.722Z,2020-06-30T21:42:45.924Z,completed,completed normal,S,15.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,95.87,113.9,123.31,104.63,122.47,115.29,110.8,110.21,105.52,117.17,109.6,100.45,29.15,9.84,186.52,121.23,178.02,9.4,9.7,90.96,10.88,151.52,64.87,13.02,0.316562,25.88,32.72,32.55,27.08,32.37,31.31,32.26,28.78,31.81,31.05,29.05,28.09,30.67,27.34,0.04,3.93,0.15,27.6,27.81,18.43,29.91,0.68,8.58,17.97,1329.22998,28.9,0.03,362.980011,875.109985,759.289978,193.116484
DOE Autogenerated 197,42851213-a2e4-4397-a82c-5c4fd84cb061,2020-06-30T21:36:59.506Z,2020-06-30T21:41:57.605Z,completed,completed normal,W,50.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,165.21,239.27,140.42,137.6,144.46,230.96,221.47,161.06,208.01,162.0,188.37,209.22,6.66,6.23,7.89,7.22,8.19,5.91,5.97,7.72,6.59,7.4,7.01,6.26,0.169634,25.17,28.3,27.05,25.1,27.66,26.4,27.07,28.33,28.13,27.7,27.66,26.48,4.59,11.57,0.34,0.94,0.39,11.02,11.42,1.75,9.62,0.69,6.71,9.96,2208.030029,761.460022,0.0,325.049988,83.050003,5.66,68.989667
DOE Autogenerated 305,43b286a0-48c8-4ad5-a16a-b83e2a4dd615,2020-06-30T21:47:16.242Z,2020-06-30T21:51:43.738Z,completed,completed normal,ESW,5.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.04,227.95,124.64,120.65,126.11,218.46,209.61,144.97,193.97,144.25,171.29,194.99,6.63,6.17,8.94,7.66,9.74,5.83,5.91,7.66,6.53,7.27,6.96,6.22,0.492225,30.96,34.64,31.48,29.58,31.99,32.4,33.29,34.56,34.67,31.84,32.98,32.22,72.66,76.73,77.89,82.39,91.81,71.09,68.79,83.78,72.07,87.88,99.42,85.63,2026.939941,603.409973,0.0,390.589996,85.529999,8.14,970.130899
DOE Autogenerated 81,449c588c-1331-4b7a-ab4a-03e7b10f9ca9,2020-06-30T21:25:59.071Z,2020-06-30T21:29:39.407Z,completed,completed normal,E,35.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,96.1,113.52,121.6,104.03,121.54,115.75,111.31,109.86,105.14,116.41,109.32,100.24,23.5,9.77,152.39,101.42,147.76,9.43,9.71,75.08,10.73,125.07,52.49,11.12,0.0784,25.85,29.01,32.77,27.77,32.87,27.22,27.79,29.65,28.79,31.78,29.66,27.3,0.5,2.69,0.0,0.08,0.02,5.81,4.71,0.23,5.13,0.02,0.12,0.31,1324.829956,41.27,0.01,350.440002,728.47998,612.659973,19.621567
DOE Autogenerated 378,454bb0c4-a6c2-4637-b242-ee718154e9a3,2020-06-30T21:54:28.972Z,2020-06-30T21:58:24.513Z,completed,completed normal,S,30.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,101.51,118.39,133.11,112.44,131.86,124.22,117.81,117.52,109.09,126.21,116.28,104.33,22.21,9.84,207.97,119.61,192.09,9.39,9.69,68.34,10.51,158.54,55.53,12.48,0.177849,24.38,27.35,32.45,26.68,32.15,25.63,26.19,28.16,27.03,30.72,28.33,25.87,22.6,26.34,0.06,0.61,0.2,27.39,25.87,4.25,25.99,0.32,3.34,13.26,1412.77002,43.310001,0.13,334.940002,876.210022,760.390015,150.224611
DOE Autogenerated 141,45fbdf20-3dee-47ad-b4b0-2b656b0a077f,2020-06-30T21:32:16.797Z,2020-06-30T21:36:01.804Z,completed,completed normal,E,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,115.32,155.67,113.97,106.62,116.1,142.79,130.55,120.62,123.59,122.94,130.66,144.48,7.44,7.87,8.0,7.3,8.1,7.55,7.49,8.18,7.86,7.72,7.71,7.48,0.037205,26.02,29.06,28.24,26.03,28.92,27.1,27.77,29.35,28.95,28.86,28.39,27.17,1.27,1.86,0.18,0.19,0.18,1.6,0.94,0.37,0.27,0.21,0.21,2.04,1523.300049,244.699997,0.0,335.869995,92.690002,3.25,9.311511
DOE Autogenerated 328,4618d212-6bf1-4a7c-9b14-6566f056f215,2020-06-30T21:49:00.110Z,2020-06-30T21:53:54.680Z,completed,completed normal,S,30.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,152.71,228.76,127.99,125.18,130.85,219.6,210.79,148.58,195.53,147.18,172.85,195.6,6.63,6.18,8.26,7.33,8.68,5.82,5.91,7.7,6.53,7.32,6.98,6.2,0.456457,28.15,34.09,26.95,25.59,27.52,31.99,32.85,29.74,33.4,28.31,30.46,30.94,21.96,24.37,39.45,36.61,44.06,17.47,15.1,32.54,18.28,49.32,50.49,35.9,2055.620117,652.630005,0.0,359.980011,83.529999,6.14,385.557337
DOE Autogenerated 117,46debd4b-0e6c-4a06-8037-144893998b95,2020-06-30T21:29:33.262Z,2020-06-30T21:32:12.220Z,completed,completed normal,W,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,107.73,146.25,107.15,100.11,109.2,133.63,122.85,113.34,116.73,114.83,121.09,134.96,7.37,7.8,8.1,7.26,8.2,7.48,7.44,8.14,7.81,7.66,7.65,7.43,0.433224,30.32,35.01,30.35,28.86,30.89,32.66,33.41,33.27,34.41,31.94,32.76,32.45,10.04,12.03,5.3,5.94,5.14,13.24,11.52,8.75,10.8,6.66,8.3,10.71,1427.880005,158.410004,0.0,386.329987,92.349998,2.91,108.424602
DOE Autogenerated 319,46dfdccf-161d-460f-a4cb-8874802711b2,2020-06-30T21:48:24.128Z,2020-06-30T21:52:50.124Z,completed,completed normal,N,20.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.28,227.95,124.47,121.14,126.68,218.46,209.61,145.14,193.97,144.98,171.42,194.99,6.61,6.17,8.43,7.4,8.91,5.83,5.91,7.62,6.53,7.27,6.96,6.22,0.194104,30.49,34.64,28.77,27.92,29.65,32.4,33.29,33.2,34.67,31.31,32.79,32.22,15.44,17.37,4.79,7.99,5.05,21.96,23.05,12.36,20.29,9.62,11.98,14.06,2029.089966,613.340027,0.0,381.320007,83.860001,6.47,163.954506
DOE Autogenerated 377,4894d3cf-1cff-4062-8366-78a64f42c1dc,2020-06-30T21:54:28.699Z,2020-06-30T21:58:32.515Z,completed,completed normal,W,30.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,101.51,118.39,133.11,112.44,131.86,124.22,117.81,117.52,109.09,126.21,116.28,104.33,22.21,9.84,207.97,119.61,192.09,9.39,9.69,68.34,10.51,158.54,55.53,12.48,0.087218,24.38,27.35,32.45,26.68,32.15,25.63,26.19,28.16,27.03,30.72,28.33,25.87,5.92,7.92,0.01,0.1,0.02,10.69,12.61,0.3,9.02,0.05,0.13,2.34,1412.77002,43.310001,0.13,334.940002,876.210022,760.390015,49.114006
DOE Autogenerated 335,48aa7a4f-a3e7-45a2-994f-3c703bb8b674,2020-06-30T21:49:36.211Z,2020-06-30T21:54:41.094Z,completed,completed normal,ESW,35.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,156.41,230.43,131.22,128.67,135.17,221.23,212.64,152.06,198.47,149.51,175.61,197.76,6.63,6.19,8.21,7.31,8.58,5.85,5.92,7.71,6.54,7.34,7.0,6.21,0.365911,26.2,32.93,26.71,25.12,27.31,30.8,31.56,28.72,31.32,27.59,29.06,29.92,48.64,71.13,42.49,47.27,47.25,65.18,61.49,49.7,58.21,66.83,84.81,78.18,2089.179932,689.669983,0.0,347.23999,83.5,6.11,721.176747
DOE Autogenerated 207,48ebb01d-ad2e-4ade-8ab0-9656ec7fd962,2020-06-30T21:37:29.276Z,2020-06-30T21:41:18.373Z,completed,completed normal,W,10.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,97.11,114.51,123.31,104.8,122.49,115.44,110.9,110.81,106.61,117.24,110.62,102.17,31.27,9.87,186.52,121.79,178.03,9.39,9.7,94.01,11.03,151.8,66.74,13.58,0.205894,26.99,33.62,32.55,27.17,32.39,31.82,32.61,29.08,33.25,31.07,29.89,29.86,13.63,12.28,0.0,0.07,0.01,15.07,17.25,2.51,15.55,0.04,1.16,6.15,1336.01001,27.9,0.03,370.320007,883.73999,767.919983,83.736384
DOE Autogenerated 95,4a523cef-7613-4717-baf5-5ed76debc08d,2020-06-30T21:28:48.237Z,2020-06-30T21:31:57.634Z,completed,completed normal,ESW,45.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,100.0,119.3,127.39,108.84,127.42,122.48,117.33,114.46,110.57,121.75,113.65,103.8,22.49,9.72,146.47,96.69,141.38,9.44,9.72,71.94,10.59,119.44,49.37,10.84,0.019988,25.77,28.77,32.77,27.77,32.87,26.69,27.23,29.65,28.52,31.78,29.65,27.27,1.37,3.58,0.03,0.39,0.12,5.58,2.57,0.89,1.63,0.19,0.45,0.71,1386.98999,48.93,0.01,348.720001,698.080017,582.26001,17.508481
DOE Autogenerated 83,4a6729d6-6704-4a9a-b5f1-1335860e2b8e,2020-06-30T21:26:01.364Z,2020-06-30T21:29:44.928Z,completed,completed normal,S,35.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,96.1,113.52,121.6,104.03,121.54,115.75,111.31,109.86,105.14,116.41,109.32,100.24,23.5,9.77,152.39,101.42,147.76,9.43,9.71,75.08,10.73,125.07,52.49,11.12,0.120459,25.85,29.01,32.77,27.77,32.87,27.22,27.79,29.65,28.79,31.78,29.66,27.3,5.87,8.95,0.03,0.27,0.09,9.32,7.55,0.64,8.26,0.14,0.71,3.39,1324.829956,41.27,0.01,350.440002,728.47998,612.659973,45.221858
DOE Autogenerated 447,4ad97b09-d315-4c78-b9af-93fd4d6f874e,2020-06-30T22:00:52.715Z,2020-06-30T22:03:51.478Z,completed,completed normal,W,50.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,130.04,192.68,123.92,116.6,126.48,172.58,147.83,132.0,134.47,137.83,150.1,176.78,7.31,7.86,8.19,7.27,8.18,7.48,7.36,8.06,7.74,7.61,7.6,7.47,0.015798,24.63,27.46,26.95,24.74,27.51,25.61,26.24,27.83,27.4,27.48,26.91,25.72,1.01,1.12,0.41,0.44,0.41,0.88,0.8,0.64,0.74,0.47,0.57,1.39,1741.300049,310.709991,0.0,318.470001,92.129997,2.68,8.896369
DOE Autogenerated 318,4b6b2f7d-6708-4f9b-a8dd-f6f920632355,2020-06-30T21:48:22.773Z,2020-06-30T21:52:21.783Z,completed,completed normal,S,20.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.28,227.95,124.47,121.14,126.68,218.46,209.61,145.14,193.97,144.98,171.42,194.99,6.61,6.17,8.43,7.4,8.91,5.83,5.91,7.62,6.53,7.27,6.96,6.22,0.504754,30.49,34.64,28.77,27.92,29.65,32.4,33.29,33.2,34.67,31.31,32.79,32.22,26.02,25.19,45.07,42.91,51.96,18.34,16.23,38.06,20.53,52.12,52.7,37.24,2029.089966,613.340027,0.0,381.320007,83.860001,6.47,426.352893
