name,_id,run_start_time,run_end_time,status,status_message,add_thermochromic_bipv.facade,add_thermochromic_bipv.switch_t,change_building_location.weather_file_name,create_bar_from_building_type_ratios.wwr,window_pv_reporting.building_area_ft,window_pv_reporting.building_elec_apr,window_pv_reporting.building_elec_aug,window_pv_reporting.building_elec_dec,window_pv_reporting.building_elec_feb,window_pv_reporting.building_elec_jan,window_pv_reporting.building_elec_jul,window_pv_reporting.building_elec_jun,window_pv_reporting.building_elec_mar,window_pv_reporting.building_elec_may,window_pv_reporting.building_elec_nov,window_pv_reporting.building_elec_oct,window_pv_reporting.building_elec_sep,window_pv_reporting.building_gas_apr,window_pv_reporting.building_gas_aug,window_pv_reporting.building_gas_dec,window_pv_reporting.building_gas_feb,window_pv_reporting.building_gas_jan,window_pv_reporting.building_gas_jul,window_pv_reporting.building_gas_jun,window_pv_reporting.building_gas_mar,window_pv_reporting.building_gas_may,window_pv_reporting.building_gas_nov,window_pv_reporting.building_gas_oct,window_pv_reporting.building_gas_sep,window_pv_reporting.capacity_factor,window_pv_reporting.light_energy_apr,window_pv_reporting.light_energy_aug,window_pv_reporting.light_energy_dec,window_pv_reporting.light_energy_feb,window_pv_reporting.light_energy_jan,window_pv_reporting.light_energy_jul,window_pv_reporting.light_energy_jun,window_pv_reporting.light_energy_mar,window_pv_reporting.light_energy_may,window_pv_reporting.light_energy_nov,window_pv_reporting.light_energy_oct,window_pv_reporting.light_energy_sep,window_pv_reporting.panel_dc_gen_apr,window_pv_reporting.panel_dc_gen_aug,window_pv_reporting.panel_dc_gen_dec,window_pv_reporting.panel_dc_gen_feb,window_pv_reporting.panel_dc_gen_jan,window_pv_reporting.panel_dc_gen_jul,window_pv_reporting.panel_dc_gen_jun,window_pv_reporting.panel_dc_gen_mar,window_pv_reporting.panel_dc_gen_may,window_pv_reporting.panel_dc_gen_nov,window_pv_reporting.panel_dc_gen_oct,window_pv_reporting.panel_dc_gen_sep,window_pv_reporting.total_electricity,window_pv_reporting.total_electricity_cooling,window_pv_reporting.total_electricity_heating,window_pv_reporting.total_electricity_lighting,window_pv_reporting.total_gas,window_pv_reporting.total_gas_heating,window_pv_reporting.total_pv
DOE Autogenerated 332,7dc8b009-6b92-470b-af20-e7c390ef6f59,2020-06-30T21:49:24.738Z,2020-06-30T21:54:22.113Z,completed,completed normal,W,35.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,156.41,230.43,131.22,128.67,135.17,221.23,212.64,152.06,198.47,149.51,175.61,197.76,6.63,6.19,8.21,7.31,8.58,5.85,5.92,7.71,6.54,7.34,7.0,6.21,0.358995,26.2,32.93,26.71,25.12,27.31,30.8,31.56,28.72,31.32,27.59,29.06,29.92,15.6,23.83,6.6,11.37,8.01,23.95,23.93,15.04,22.44,11.56,18.71,21.12,2089.179932,689.669983,0.0,347.23999,83.5,6.11,202.156627
DOE Autogenerated 408,7ee21b14-a8b3-4326-9565-3f02f84ae370,2020-06-30T21:57:31.984Z,2020-06-30T22:00:43.596Z,completed,completed normal,S,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.59,153.76,109.75,101.65,112.27,138.32,123.71,115.35,116.29,116.58,122.7,141.19,7.34,7.75,9.2,7.66,9.05,7.35,7.32,8.37,7.74,7.76,7.59,7.34,0.535326,30.92,34.62,31.38,29.4,32.26,32.46,33.41,34.26,34.7,32.05,32.38,32.18,33.16,31.36,50.19,42.5,48.32,23.83,21.41,41.01,25.39,51.1,44.96,38.96,1461.140015,153.059998,0.0,390.019989,94.480003,5.04,452.176
DOE Autogenerated 271,7f8a0487-7dc9-4e1e-89a2-44630a1fb80b,2020-06-30T21:44:47.537Z,2020-06-30T21:48:07.446Z,completed,completed normal,E,25.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,106.75,149.47,105.92,98.27,108.09,136.13,122.33,111.6,114.98,113.69,120.36,137.55,7.32,7.76,8.26,7.27,8.25,7.41,7.36,8.1,7.77,7.63,7.59,7.36,0.312912,27.28,33.25,28.01,25.96,28.63,30.77,30.31,29.83,30.39,29.13,29.57,30.76,13.34,15.31,6.3,7.2,6.04,14.62,13.1,9.08,11.24,8.19,9.45,13.38,1425.140015,167.529999,0.0,353.910004,92.089996,2.65,127.26021
DOE Autogenerated 173,801d2476-8a0f-46fb-9933-26edd5c3da7f,2020-06-30T21:35:09.597Z,2020-06-30T21:39:18.780Z,completed,completed normal,S,25.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,144.44,215.48,121.74,118.55,123.74,206.27,198.64,140.81,184.4,140.45,163.76,184.91,6.58,6.15,8.0,7.15,8.36,5.8,5.89,7.62,6.52,7.26,6.95,6.19,0.488441,29.8,34.74,27.97,27.11,28.6,32.49,33.4,31.86,34.58,30.85,32.21,32.16,17.78,18.19,30.94,29.11,35.56,13.22,11.68,25.99,14.49,36.85,37.42,26.71,1943.180054,564.549988,0.0,375.779999,82.449997,5.06,297.970226
DOE Autogenerated 86,8080dd73-066d-488b-a58c-27dffe20a47a,2020-06-30T21:28:21.310Z,2020-06-30T21:31:39.205Z,completed,completed normal,E,40.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,97.85,116.18,124.08,106.12,124.05,118.79,114.17,111.89,107.71,118.71,111.25,101.86,22.94,9.76,149.83,99.52,145.45,9.43,9.72,73.77,10.7,122.89,51.22,10.98,0.044887,25.79,28.85,32.77,27.77,32.87,26.89,27.44,29.65,28.61,31.78,29.65,27.28,0.29,1.41,0.0,0.08,0.02,3.89,2.59,0.23,2.41,0.02,0.11,0.19,1352.670044,45.529999,0.01,349.329987,716.210022,600.390015,11.233957
DOE Autogenerated 130,8106f016-d840-4bb3-8da0-41b76fded7ce,2020-06-30T21:32:01.500Z,2020-06-30T21:35:23.608Z,completed,completed normal,ESW,30.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.11,146.89,107.31,99.99,109.56,134.98,123.69,113.46,116.97,114.74,121.31,135.41,7.43,7.84,8.08,7.3,8.18,7.52,7.51,8.16,7.85,7.7,7.7,7.46,0.31784,27.01,30.81,28.66,26.58,29.39,28.16,28.57,30.27,29.65,29.46,29.43,28.8,22.64,27.36,24.28,22.28,23.04,21.12,15.85,22.25,14.93,28.53,26.68,29.45,1432.420044,188.440002,0.0,346.779999,92.739998,3.29,278.415339
DOE Autogenerated 341,81455992-239a-457f-8c9f-fea130f27f1c,2020-06-30T21:50:10.692Z,2020-06-30T21:55:30.746Z,completed,completed normal,E,45.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,174.73,255.11,146.45,145.46,152.71,247.69,237.47,170.5,221.26,166.27,194.22,218.88,6.71,6.26,8.07,7.31,8.44,5.93,6.02,7.77,6.62,7.48,7.06,6.27,0.169894,24.75,28.45,26.59,24.73,27.19,26.13,26.67,27.81,27.7,27.23,27.64,26.79,7.18,16.78,0.42,0.54,0.55,17.22,16.03,1.33,12.02,0.62,8.39,14.6,2330.72998,846.320007,0.0,321.700012,83.959999,6.57,95.670375
DOE Autogenerated 107,81eb78c4-4bc4-410e-b78b-c4fea3b56ee3,2020-06-30T21:29:04.536Z,2020-06-30T21:32:22.858Z,completed,completed normal,W,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.48,101.09,110.96,133.49,122.93,114.51,116.92,115.31,121.49,134.93,7.36,7.81,8.19,7.32,8.33,7.46,7.44,8.2,7.81,7.66,7.64,7.43,0.455762,31.32,35.06,32.05,30.2,33.09,32.83,33.72,34.9,35.09,32.76,33.39,32.54,10.59,12.05,6.17,6.71,6.23,13.33,11.68,9.68,11.22,7.13,8.55,10.74,1434.660034,155.270004,0.0,396.950012,92.650002,3.2,114.065409
DOE Autogenerated 239,822a73b6-f505-40fe-830e-1c798874ec2b,2020-06-30T21:41:18.587Z,2020-06-30T21:45:14.645Z,completed,completed normal,N,40.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,101.19,121.08,131.42,111.23,130.52,126.68,121.03,116.1,112.27,124.66,115.12,104.7,23.09,9.77,177.88,113.79,170.32,9.43,9.71,77.4,10.58,144.15,56.99,11.66,0.004272,24.85,27.72,32.55,27.0,32.37,25.68,26.23,28.66,27.48,31.04,28.72,26.31,0.28,0.32,0.0,0.05,0.01,0.49,0.56,0.16,0.46,0.02,0.08,0.17,1415.98999,53.709999,0.05,338.600006,814.77002,698.950012,2.60598
DOE Autogenerated 208,829023eb-9101-4cfb-9325-e88a09f0e0e4,2020-06-30T21:37:30.247Z,2020-06-30T21:40:59.365Z,completed,completed normal,S,10.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,97.11,114.51,123.31,104.8,122.49,115.44,110.9,110.81,106.61,117.24,110.62,102.17,31.27,9.87,186.52,121.79,178.03,9.39,9.7,94.01,11.03,151.8,66.74,13.58,0.343999,26.99,33.62,32.55,27.17,32.39,31.82,32.61,29.08,33.25,31.07,29.89,29.86,32.97,28.29,0.04,6.04,0.33,28.44,28.82,21.56,31.32,1.26,10.9,19.91,1336.01001,27.9,0.03,370.320007,883.73999,767.919983,209.854331
DOE Autogenerated 249,82bf62bc-6f35-47d9-b90f-175787ced5e0,2020-06-30T21:41:53.208Z,2020-06-30T21:45:55.015Z,completed,completed normal,N,50.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,109.87,131.55,143.97,121.76,142.96,139.76,131.4,126.67,121.17,136.13,124.73,112.4,17.52,9.71,158.95,86.51,144.61,9.43,9.71,50.19,10.41,114.85,37.1,10.58,0.004272,24.84,27.67,32.55,27.0,32.37,25.58,26.14,28.66,27.44,31.04,28.72,26.3,0.28,0.32,0.0,0.05,0.01,0.49,0.56,0.16,0.46,0.02,0.08,0.17,1542.359985,61.709999,0.02,338.309998,659.580017,543.76001,2.60598
DOE Autogenerated 441,848a0cfe-c8b7-407b-b333-858db8501e18,2020-06-30T22:00:40.911Z,2020-06-30T22:03:21.608Z,completed,completed normal,E,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,124.33,180.16,118.52,112.06,121.14,163.07,142.05,127.34,130.56,131.49,145.02,167.11,7.31,7.85,8.26,7.28,8.21,7.46,7.35,8.06,7.74,7.63,7.61,7.46,0.043493,24.64,27.48,26.96,24.75,27.52,25.63,26.26,27.87,27.4,27.5,26.93,25.74,3.29,4.91,0.4,0.43,0.4,4.09,3.04,1.0,0.91,0.6,0.47,4.96,1662.859985,297.859985,0.0,318.660004,92.199997,2.75,24.491667
DOE Autogenerated 398,84b43f28-939b-48b3-bb7b-f1e04db99fa6,2020-06-30T21:56:48.565Z,2020-06-30T22:00:32.466Z,completed,completed normal,S,50.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,119.62,143.62,162.34,136.06,160.27,155.87,145.04,139.35,131.29,152.9,136.51,121.28,20.36,9.75,179.92,108.31,170.2,9.42,9.71,68.14,10.46,140.9,50.34,11.5,0.013132,24.33,27.09,32.45,26.68,32.15,25.01,25.55,28.16,26.85,30.72,28.32,25.83,1.48,1.46,0.06,0.61,0.2,1.75,1.18,1.2,1.32,0.32,0.64,0.87,1704.150024,63.169998,0.07,333.140015,789.02002,673.200012,11.092503
DOE Autogenerated 297,856fe768-4577-44a7-9e3d-206698b8a8b9,2020-06-30T21:46:11.275Z,2020-06-30T21:50:10.483Z,completed,completed normal,W,50.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,123.11,176.01,119.82,112.15,122.05,159.12,139.58,126.78,129.07,131.29,140.77,162.16,7.35,7.86,8.05,7.26,8.09,7.47,7.39,8.12,7.77,7.63,7.61,7.46,0.014841,25.12,28.01,27.37,25.18,27.98,26.14,26.79,28.36,27.96,27.94,27.41,26.22,0.66,0.69,0.3,0.32,0.3,0.64,0.56,0.46,0.54,0.34,0.41,0.82,1641.890015,277.450012,0.0,324.480011,92.059998,2.61,6.035712
DOE Autogenerated 108,85ab0e03-70ce-4da1-82b9-850f3661e493,2020-06-30T21:29:09.624Z,2020-06-30T21:32:11.016Z,completed,completed normal,S,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.27,146.28,108.48,101.09,110.96,133.49,122.93,114.51,116.92,115.31,121.49,134.93,7.36,7.81,8.19,7.32,8.33,7.46,7.44,8.2,7.81,7.66,7.64,7.43,0.535425,31.32,35.06,32.05,30.2,33.09,32.83,33.72,34.9,35.09,32.76,33.39,32.54,14.74,13.94,22.32,18.89,21.48,10.59,9.52,18.23,11.28,22.72,19.98,17.32,1434.660034,155.270004,0.0,396.950012,92.650002,3.2,201.004986
DOE Autogenerated 403,85ffda30-3ff1-4e01-bac8-a84310a4a71c,2020-06-30T21:57:14.830Z,2020-06-30T22:00:22.736Z,completed,completed normal,S,5.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.59,153.76,109.83,101.64,112.38,138.32,123.71,115.36,116.29,116.56,122.7,141.19,7.34,7.75,9.39,7.67,9.12,7.35,7.32,8.4,7.74,7.79,7.59,7.34,0.535641,30.92,34.62,31.49,29.41,32.36,32.46,33.41,34.27,34.7,32.07,32.38,32.18,33.16,31.36,50.34,42.51,48.36,23.83,21.41,41.02,25.39,51.14,44.96,38.96,1461.319946,153.020004,0.0,390.26001,94.790001,5.35,452.442819
DOE Autogenerated 250,867e5029-d233-4af2-883d-da34e8b954af,2020-06-30T21:41:57.834Z,2020-06-30T21:45:57.062Z,completed,completed normal,ESW,50.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.65,53633.0,109.87,131.55,143.97,121.76,142.96,139.76,131.4,126.67,121.17,136.13,124.73,112.4,17.52,9.71,158.95,86.51,144.61,9.43,9.71,50.19,10.41,114.85,37.1,10.58,0.010617,24.84,27.67,32.55,27.0,32.37,25.58,26.14,28.66,27.44,31.04,28.72,26.3,2.02,1.91,0.05,0.64,0.19,2.55,1.99,1.45,2.13,0.31,0.73,1.15,1542.359985,61.709999,0.02,338.309998,659.580017,543.76001,15.111932
DOE Autogenerated 429,869d84db-98a8-4dd1-b4a1-6f09b23a713c,2020-06-30T22:00:06.497Z,2020-06-30T22:02:47.776Z,completed,completed normal,N,30.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,110.71,158.26,108.32,100.69,110.48,145.38,129.63,114.41,119.5,116.98,125.76,144.78,7.28,7.82,8.5,7.33,8.37,7.43,7.35,8.08,7.73,7.65,7.58,7.39,0.007812,25.6,29.21,27.22,25.02,27.78,26.61,27.06,28.54,28.02,27.96,27.52,27.4,0.79,0.71,0.22,0.26,0.23,0.65,1.36,0.4,0.53,0.25,0.32,0.88,1484.910034,213.860001,0.0,327.950012,92.5,3.05,6.598433
DOE Autogenerated 409,8745ee6e-e798-4f6b-8f10-bfedbe47ef61,2020-06-30T21:57:40.570Z,2020-06-30T22:00:50.978Z,completed,completed normal,N,10.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,109.59,153.76,109.75,101.65,112.27,138.32,123.71,115.35,116.29,116.58,122.7,141.19,7.34,7.75,9.2,7.66,9.05,7.35,7.32,8.37,7.74,7.76,7.59,7.34,0.185146,30.92,34.62,31.38,29.4,32.26,32.46,33.41,34.26,34.7,32.05,32.38,32.18,15.01,15.79,7.32,8.97,7.9,19.5,19.23,12.73,18.08,8.44,10.96,12.46,1461.140015,153.059998,0.0,390.019989,94.480003,5.04,156.388282
DOE Autogenerated 294,87950a1b-3ef1-4f66-9a4b-7001d66fc231,2020-06-30T21:45:54.594Z,2020-06-30T21:49:35.998Z,completed,completed normal,N,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,119.03,168.17,115.89,108.76,118.34,152.87,135.5,123.29,126.01,126.49,136.97,155.8,7.34,7.86,8.05,7.26,8.09,7.47,7.39,8.11,7.76,7.63,7.62,7.45,0.005461,25.13,28.03,27.39,25.19,27.99,26.16,26.8,28.4,27.96,27.97,27.44,26.24,0.32,0.34,0.16,0.19,0.17,0.41,0.41,0.27,0.38,0.18,0.23,0.26,1587.130005,263.359985,0.0,324.709991,92.040001,2.59,3.331152
DOE Autogenerated 390,87e1e3ed-f00a-42fb-b3ed-4ef366436423,2020-06-30T21:56:14.498Z,2020-06-30T22:00:40.678Z,completed,completed normal,ESW,40.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,107.21,127.3,142.13,119.93,140.65,135.71,128.48,124.75,117.37,134.52,122.69,109.95,21.3,9.75,197.7,113.09,180.73,9.4,9.7,69.54,10.46,148.58,53.03,11.97,0.050806,24.34,27.12,32.45,26.68,32.15,25.08,25.62,28.16,26.86,30.72,28.32,25.83,7.36,19.75,0.07,0.88,0.26,26.7,20.4,2.01,17.19,0.43,1.16,3.91,1510.680054,56.68,0.12,333.350006,835.25,719.429993,100.134878
DOE Autogenerated 374,8810164e-fe9e-43c2-b27b-102408cf22b5,2020-06-30T21:54:13.421Z,2020-06-30T21:58:19.328Z,completed,completed normal,N,25.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,99.82,115.74,130.78,110.71,129.61,120.29,114.38,116.23,106.85,124.07,114.84,102.81,22.6,9.84,209.1,115.47,189.44,9.38,9.68,67.23,10.48,154.49,53.25,12.61,0.020729,24.44,28.12,32.45,26.69,32.15,27.31,27.5,28.18,27.28,30.72,28.35,25.94,0.39,1.83,0.01,0.07,0.02,8.27,5.69,0.22,0.63,0.03,0.11,0.23,1386.140015,37.720001,0.1,339.140015,863.570007,747.75,17.508993
DOE Autogenerated 431,8968e89c-5ac5-413d-8217-ddb2251624b1,2020-06-30T22:00:13.751Z,2020-06-30T22:02:54.988Z,completed,completed normal,E,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,113.47,162.34,110.37,102.81,112.58,148.85,132.4,117.06,122.55,119.8,129.48,148.62,7.3,7.84,8.39,7.31,8.29,7.45,7.35,8.08,7.74,7.64,7.59,7.42,0.162827,25.07,28.27,27.04,24.84,27.61,25.84,26.43,28.2,27.53,27.7,27.26,26.71,11.58,12.96,0.9,4.03,2.33,11.86,10.39,6.81,7.88,5.53,6.43,11.0,1520.319946,238.639999,0.0,322.51001,92.400002,2.95,91.690612
DOE Autogenerated 57,898b8cc3-493e-42ad-bdee-fca868e36311,2020-06-30T21:25:14.155Z,2020-06-30T21:28:50.126Z,completed,completed normal,W,10.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.4,53633.0,97.12,113.33,119.41,102.83,119.46,113.23,109.4,109.81,105.99,114.61,109.58,101.77,23.39,9.73,148.84,88.23,138.02,9.39,9.69,60.46,10.74,110.51,41.27,10.96,0.205936,28.0,34.25,32.77,27.94,32.88,32.49,33.37,30.14,34.12,31.81,30.7,30.56,8.38,7.56,0.0,0.04,0.01,9.27,10.63,1.53,9.57,0.02,0.72,3.8,1316.52002,29.190001,0.0,379.029999,661.210022,545.390015,51.540541
DOE Autogenerated 143,8a0f40de-74e3-4501-8847-cc0d4d3c0e4f,2020-06-30T21:32:22.899Z,2020-06-30T21:35:50.177Z,completed,completed normal,S,45.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,115.32,155.67,113.97,106.62,116.1,142.79,130.55,120.62,123.59,122.94,130.66,144.48,7.44,7.87,8.0,7.3,8.1,7.55,7.49,8.18,7.86,7.72,7.71,7.48,0.070813,26.02,29.06,28.24,26.03,28.92,27.1,27.77,29.35,28.95,28.86,28.39,27.17,0.43,0.41,4.74,3.16,4.29,0.31,0.28,1.35,0.33,7.95,2.57,0.76,1523.300049,244.699997,0.0,335.869995,92.690002,3.25,26.5841
DOE Autogenerated 183,8a138027-5e3c-4f58-9901-7bb39956726b,2020-06-30T21:35:47.260Z,2020-06-30T21:40:31.043Z,completed,completed normal,S,35.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,147.74,216.66,125.78,122.42,128.9,208.02,200.46,144.7,187.19,142.62,166.06,186.43,6.61,6.14,7.91,7.19,8.26,5.81,5.89,7.7,6.55,7.33,6.97,6.2,0.391592,26.62,33.22,27.2,25.64,27.85,31.12,31.85,29.28,31.73,28.18,29.56,30.32,11.51,16.29,24.19,21.05,25.39,11.07,8.96,17.85,9.66,33.6,34.65,24.66,1976.969971,609.969971,0.0,352.570007,82.550003,5.16,238.888215
DOE Autogenerated 316,8bbb33bd-4f7c-4968-95e6-9bd926b9497b,2020-06-30T21:48:12.957Z,2020-06-30T21:52:58.246Z,completed,completed normal,E,20.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.28,227.95,124.47,121.14,126.68,218.46,209.61,145.14,193.97,144.98,171.42,194.99,6.61,6.17,8.43,7.4,8.91,5.83,5.91,7.62,6.53,7.27,6.96,6.22,0.45698,30.49,34.64,28.77,27.92,29.65,32.4,33.29,33.2,34.67,31.31,32.79,32.22,23.32,25.95,12.2,17.19,16.5,26.81,26.13,20.35,25.07,16.59,22.78,24.44,2029.089966,613.340027,0.0,381.320007,83.860001,6.47,257.3337
DOE Autogenerated 133,8cff9839-5c46-4f6e-874d-cded4c4c7a39,2020-06-30T21:32:09.259Z,2020-06-30T21:35:38.266Z,completed,completed normal,S,35.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,108.95,147.39,108.36,100.81,110.53,135.46,124.41,114.39,117.93,115.9,122.41,135.8,7.41,7.81,8.01,7.27,8.1,7.5,7.48,8.15,7.85,7.69,7.69,7.46,0.293844,26.5,29.93,28.41,26.32,29.14,27.45,28.04,29.84,29.17,29.18,29.06,28.22,5.66,6.61,16.23,12.98,14.28,0.48,0.28,8.6,0.33,17.89,14.63,12.35,1442.339966,202.210007,0.0,341.25,92.410004,2.97,110.312406
DOE Autogenerated 420,8d01fa3f-51ba-4926-94e0-2364e9186253,2020-06-30T21:58:25.396Z,2020-06-30T22:01:29.910Z,completed,completed normal,ESW,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.9,53633.0,108.62,153.6,107.88,100.36,109.97,138.07,123.24,113.49,115.51,115.98,122.34,141.18,7.32,7.75,8.75,7.49,8.69,7.35,7.32,8.2,7.74,7.73,7.59,7.34,0.452709,29.39,34.46,29.16,27.65,29.5,31.94,32.64,31.93,33.41,30.94,31.51,31.95,76.01,80.37,72.45,67.6,69.83,74.94,67.18,76.15,67.75,79.26,78.37,82.35,1450.26001,156.690002,0.0,374.480011,93.269997,3.82,892.248679
DOE Autogenerated 190,8d751640-ea37-40ac-923d-a085d06ee708,2020-06-30T21:36:06.887Z,2020-06-30T21:41:27.844Z,completed,completed normal,ESW,40.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,153.88,222.39,130.52,127.74,134.4,214.56,206.92,150.38,193.94,147.34,170.97,192.51,6.65,6.14,7.91,7.2,8.23,5.82,5.88,7.71,6.52,7.38,6.97,6.21,0.272928,25.62,31.72,27.1,25.4,27.74,28.8,28.62,28.68,29.02,27.91,28.57,27.98,22.02,45.81,19.72,20.51,20.64,38.13,32.7,20.04,28.91,38.58,53.24,48.2,2045.550049,660.059998,0.0,337.149994,82.599998,5.21,388.495342
DOE Autogenerated 137,8dc37bf9-bbb5-4fe7-ab09-79eb4619ae59,2020-06-30T21:32:14.567Z,2020-06-30T21:35:42.510Z,completed,completed normal,W,40.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,111.91,151.51,110.92,103.54,113.24,138.62,126.99,117.72,120.47,119.33,126.14,139.68,7.45,7.86,8.02,7.29,8.1,7.54,7.49,8.17,7.85,7.71,7.7,7.49,0.139726,26.16,29.23,28.31,26.14,29.0,27.26,27.88,29.46,29.02,28.98,28.72,27.69,3.99,6.21,0.18,0.49,0.36,6.71,4.16,1.93,3.25,0.78,1.75,5.16,1480.060059,222.479996,0.0,337.839996,92.669998,3.23,34.969702
DOE Autogenerated 147,8eae201d-cc80-456c-8eef-b46804adef1e,2020-06-30T21:32:27.883Z,2020-06-30T21:35:56.832Z,completed,completed normal,W,50.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.4,53633.0,118.3,160.2,116.71,109.1,118.64,146.87,133.67,123.2,126.24,126.36,133.56,148.38,7.43,7.86,7.99,7.3,8.1,7.54,7.48,8.18,7.85,7.73,7.72,7.48,0.014188,25.99,28.99,28.19,25.99,28.88,27.06,27.75,29.3,28.95,28.79,28.33,27.12,0.35,0.37,0.18,0.2,0.18,0.39,0.34,0.29,0.33,0.21,0.25,0.45,1561.23999,258.690002,0.0,335.359985,92.660004,3.21,3.550878
DOE Autogenerated 199,8eee374f-df7f-4779-9e10-c2ea34f46e7f,2020-06-30T21:37:07.080Z,2020-06-30T21:41:44.449Z,completed,completed normal,N,50.0,SAU_Riyadh.404380_IWEC.epw,0.65,53633.0,165.21,239.27,140.42,137.6,144.46,230.96,221.47,161.06,208.01,162.0,188.37,209.22,6.66,6.23,7.89,7.22,8.19,5.91,5.97,7.72,6.59,7.4,7.01,6.26,0.006339,25.17,28.3,27.05,25.1,27.66,26.4,27.07,28.33,28.13,27.7,27.66,26.48,0.35,0.37,0.2,0.24,0.23,0.47,0.49,0.3,0.43,0.23,0.26,0.3,2208.030029,761.460022,0.0,325.049988,83.050003,5.66,3.867245
DOE Autogenerated 266,8f092311-c39d-4f29-8338-c3f799761c63,2020-06-30T21:44:23.189Z,2020-06-30T21:47:36.581Z,completed,completed normal,E,20.0,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,0.65,53633.0,107.14,149.1,106.66,99.26,108.64,135.07,121.99,112.38,114.91,114.32,120.67,137.33,7.28,7.76,8.29,7.29,8.3,7.38,7.34,8.07,7.72,7.63,7.57,7.35,0.372886,29.77,34.65,29.51,28.02,29.88,32.23,32.93,32.4,33.83,31.25,31.91,32.14,15.84,15.9,8.66,9.67,8.53,15.66,14.78,12.83,14.14,10.38,11.2,14.08,1427.439941,152.160004,0.0,378.519989,91.980003,2.53,151.651461
DOE Autogenerated 312,8f36321c-edd1-47a2-b5c5-63acb1e4bc31,2020-06-30T21:48:00.026Z,2020-06-30T21:52:23.096Z,completed,completed normal,W,15.0,SAU_Riyadh.404380_IWEC.epw,0.9,53633.0,150.05,227.95,124.47,120.71,126.08,218.46,209.61,145.14,193.97,144.43,171.3,194.99,6.63,6.17,8.59,7.49,9.24,5.83,5.91,7.62,6.53,7.27,6.96,6.22,0.471665,30.96,34.64,30.51,28.98,31.02,32.4,33.29,34.27,34.67,31.72,32.97,32.22,22.21,25.58,14.93,18.95,17.31,25.94,26.43,22.7,26.48,17.55,23.57,23.95,2027.150024,606.219971,0.0,387.649994,84.459999,7.07,265.602789
DOE Autogenerated 353,8f4f42e1-906e-43e6-a62d-090aaa84f3dd,2020-06-30T21:52:24.404Z,2020-06-30T21:55:59.710Z,completed,completed normal,S,5.0,USA_AK_Fairbanks.Intl.AP.702610_TMY3.epw,0.9,53633.0,102.19,117.09,129.2,110.22,128.14,118.53,113.2,117.17,109.29,122.86,116.55,107.21,30.39,10.01,211.18,123.14,192.37,9.36,9.67,82.09,11.52,159.0,61.43,14.95,0.36752,27.66,33.54,32.45,27.17,32.22,31.53,32.34,29.43,33.32,30.86,30.57,31.32,48.07,39.41,0.07,12.23,1.35,39.44,40.12,33.6,44.7,4.14,18.13,29.17,1391.670044,29.200001,0.11,372.399994,915.099976,799.280029,310.434487
